0;01/11/2018 20:34;A person of Italian descent. It can also refer to any person of Mediterranean / Southern European descent or Hispanic descent.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;98;2;47;greaseball;greaseballs;;01/11/2018 20:34;;qUcKtRCbW,,,,,,,,,,
0;01/11/2018 20:34;A person of Italian descent. It can also refer to any person of Mediterranean / Southern European descent or Hispanic descent.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;151;1;42;greaser;greasers;;01/11/2018 20:34;;gGpMqzhNZ,,,,,,,,,,
0;01/11/2018 20:34;A black person. Derived from 'negroid'.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;215;0;58;groid;groids;;01/11/2018 20:34;;gCYTLHAKX,,,,,,,,,,
0;01/11/2018 20:34;A person who's overt about his/her Hispanic descent, particularly a Dominican;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;18;0;5;guala guala;guala gualas;;01/11/2018 20:34;;DJHBXR7HW,,,,,,,,,
0;01/11/2018 20:34;Coded language often used as a negative euphemism for Jew;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;eng;An internationally-minded person;87;0;12;globalist;globalists;;01/11/2018 20:34;;y43lNWwkx,,,,,,,,,,
0;01/11/2018 20:34;Originally a children's literary character and type of black doll, but eventually came to be used as a slur against people with dark skin, most commonly Afro-Caribbeans.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;386;0;65;golliwog;golliwogs;;01/11/2018 20:34;;QNHQoZdHD,,,,,,,,
0;01/11/2018 20:34;A rural person or resident of a small town.;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;257;1;62;goober;goobers;;01/11/2018 20:34;;AEWTQUJzN,,,,,,,,,,
0;01/11/2018 20:34;An Asian, especially an enemy soldier of Asian descent. Its use as an ethnic slur has been traced to US Marines serving in the Philippines in the early 20th century. The earliest recorded example is dated 1920. It gained widespread notice as a result of the Korean and Vietnam wars.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;10;0;1;gook eye;gook eyes;;01/11/2018 20:34;;PmbhWRHzs,,,,,,,,,
0;01/11/2018 20:34;In Australia, an Aboriginal woman.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;An alcoholic beverage;0;0;0;gin;gins;;01/11/2018 20:34;;hUzmciPgh,,,,,,,,,
0;01/11/2018 20:34;A person of Italian birth or descent. Most likely derived from 'Guinea Negro,' implying that Italians are dark or swarthy-skinned like the natives of Guinea. The diminutive 'Ginzo' probably dates back to World War II and is derived from Australian slang picked up by US servicemen in the Pacific Theater.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;10;0;4;ginzo;ginzos;;01/11/2018 20:34;;XRP47NXkz,,,,,,,,,
0;01/11/2018 20:34;[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;98;0;30;gippo;gippos;;01/11/2018 20:34;;ugMJzQipY,,,,,,,,,
0;01/11/2018 20:34;[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;39;1;12;gipp;gipps;;01/11/2018 20:34;;ZZfMWT6wn,,,,,,,,,
0;01/11/2018 20:34;A Caucasian;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A spirit;0;0;0;ghost;ghosts;;01/11/2018 20:34;;cDRnRtgza,,,,,,,,,,
0;01/11/2018 20:34;A disabled person;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;308;6;61;gimp;gimps;;01/11/2018 20:34;;ghefvamNF,,,,,,,,,,
80;01/11/2018 20:34;Having the tendendies of a disabled person;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;295;2;52;;gimpy;;01/11/2018 20:34;gimp;GK7HWvgrZ,,,,,,,,,,
0;01/11/2018 20:34;In Australia, a white person having casual sex with an Aboriginal woman. Pejorative.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;1;0;1;gin jockey;gin jockeys;;01/11/2018 20:34;;JQZ7GcAEW,,,,,,,,,
44;01/11/2018 20:34;Person with red hair;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A color;0;0;0;ginger;gingers;;01/11/2018 20:34;;9Jemaynic,,,,,,,,,,
25;01/11/2018 20:34;Pejorative term for sexually ambiguous individual;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;eng;;121;1;29;gender bender;gender benders;;01/11/2018 20:34;;VsWZngqtm,,,,,,,,,,
0;01/11/2018 20:34;A Muslim female. Probably formed from the name of the Gerudo people, a fantasy race created in the Legend of Zelda series.;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;eng;;50;0;21;Gerudo;Gerudos;;01/11/2018 20:34;;uLGRBYPgW,,,,,,,,,
0;01/11/2018 20:34;A German Jew.;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;;eng;;42;0;9;gew;gews;;01/11/2018 20:34;;2FgrAtCKm,,,,,,,,,,
0;01/11/2018 20:34;A black child.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;0;0;0;ghetto hamster;ghetto hamsters;;01/11/2018 20:34;;mcDQpJtgu,,,,,,,,,,
79;01/11/2018 20:34;An intentional misspelling of 'gay' meant to avoid censorship and mock homosexual behaviour ;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;eng;;251;6;50;;ghey;;01/11/2018 20:34;gay;aUfVVbBzo,,,,,,,,,,
0;01/11/2018 20:34;Colonialist term used to refer to the Hadendoa warriors in the 19th Century.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;fuzzy wuzzy;fuzzy wuzzies;;01/11/2018 20:34;;egjHbemZy,,,,,,,,,,
0;01/11/2018 20:34;A black person.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A wall which encloses the end of a pitched roof;0;0;0;gable;gables;;01/11/2018 20:34;;rEmFeUAUT,,,,,,,,,,
0;01/11/2018 20:34;Derogatory term referring to a woman's genitals;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;gash;gashes;;01/11/2018 20:34;;VuoaeaQYz,,,,,,,,,,
73;01/11/2018 20:34;A homosexual person;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;eng;;31;2;9;;gaylord;;01/11/2018 20:34;gay;dnDZwzLGW,,,,,,,,,,
0;01/11/2018 20:34;A homosexual person;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;eng;;164;1;47;gaylord;gaylords;;01/11/2018 20:34;;DTjKEXpFH,,,,,,,,,,
0;01/11/2018 20:34;A black person.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;Soft, fluffy or frayed;0;0;0;fuzzy;fuzzies;;01/11/2018 20:34;;xwQDbarxy,,,,,,,,,
0;01/11/2018 20:34;A French person. Prior to 19th century, referred to the Dutch (as they were stereotyped as being marsh-dwellers). When France became Britain's main enemy, replacing the Dutch, the epithet transferred to them, due to the French recipe for eating frogs' legs (see comparable French term Rosbif). Also used in Canada to refer to both the French and French Canadians, and occasionally incorrectly as more broadly to people from Quebec who are not, in fact, necessarily French or French speaking.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;An amphibian;0;0;0;frog;frogs;;01/11/2018 20:34;;jPJsUDwZW,,,
50;01/11/2018 20:34;A homosexual.;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;eng;A plant;0;0;0;fruit;fruits;;01/11/2018 20:34;;WHwPYUoWb,,,,,,,,,,
50;01/11/2018 20:34;A homosexual who engages in anal sex;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;;eng;;246;0;87;fudgepacker;fudgepackers;;01/11/2018 20:34;;jcXUgWTAC,,,,,,,,,,
0;01/11/2018 20:34;A person of foreign nationality.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;A chain, particularly when used with a timepiece;0;0;0;FOB;FOBs;;01/11/2018 20:34;;7DTWJA7yK,,,,,,,,,
0;01/11/2018 20:34;A black person of British nationality.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;0;0;0;fog nigger;fog niggers;;01/11/2018 20:34;;fVRHYCbiW,,,,,,,,,,
0;01/11/2018 20:34;A Jewish person. Four-by-two is Cockney rhyming slang for Jew.;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;;eng;;0;0;0;four by two;four by twos;;01/11/2018 20:34;;WiY sqCrT,,,,,,,,,,
0;01/11/2018 20:34;An Arab;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A Turkish hat;94;0;32;fez;fezzes;;01/11/2018 20:34;;RLKxUQEKD,,,,,,,,,,
50;01/11/2018 20:34;A person of Filipino and Mexican descent;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;1;0;0;flipabeano;flipabeanos;;01/11/2018 20:34;;BtriLbsvp,,,,,,,,,,
0;01/11/2018 20:34;A person from the Philippines;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;To turn upside down;205;1;52;flip;flips;;01/11/2018 20:34;;mcsYrKge2,,,,,,,,,,
0;01/11/2018 20:34;A homosexual.;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;eng;A cigarette;0;0;0;fag;fags;;01/11/2018 20:34;;jPoEXvVbT,,,,,,,,,,
0;01/11/2018 20:34;A Homosexual;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;eng;A mythical creature;0;0;0;Fairy;fairies;;01/11/2018 20:34;;UJWpKZMNL,,,,,,,,,,
0;01/11/2018 20:34;An Italian person. Originated through the mispronunciation of 'Italian' as 'Eye-talian.';FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;31;0;11;eyetie;eyeties;;01/11/2018 20:34;;bbALRqVZy,,,,,,,,,,
0;01/11/2018 20:34;A homosexual male;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;eng;;59;0;6;fagbag;fagbags;;01/11/2018 20:34;;zXBFzymma,,,,,,,,,,
92;01/11/2018 20:34;A homosexual.;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;eng;;960;9;190;faggot;faggots;;01/11/2018 20:34;;GUPEp7JYD,,,,,,,,,,
98;01/11/2018 20:34;One expressing homosexually tendencies;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;eng;;1007;6;164;;faggy;;01/11/2018 20:34;fag;q3EmqifRk,,,,,,,,,,
25;01/11/2018 20:34;A person of Dutch origin.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;4;0;2;dyke jumper;dyke jumpers;;01/11/2018 20:34;;UscchPYQu,,,,,,,,,,
0;01/11/2018 20:34;A lesbian.;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;;eng;;357;11;110;dyke;dykes;;01/11/2018 20:34;;MjyWGXBZQ,,,,,,,,,,
0;01/11/2018 20:34;Denotes white males who identify with East Asian culture, and are thus 'white on the outside and yellow on the inside'.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;Organic material resulting from reproduction;0;0;0;egg;eggs;;01/11/2018 20:34;;cpqoesmuR,,,,,,,,,
0;01/11/2018 20:34;A Canadian. Variation on the ubiquitous 'eh' and the word 'asshole'.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;0;0;0;eh hole;eh holes;;01/11/2018 20:34;;nyY7QabLk,,,,,,,,,,
0;01/11/2018 20:34;A black person.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A billiards ball;0;0;0;eight ball;eight balls;;01/11/2018 20:34;;RhxDuoimW,,,,,,,,,,
0;01/11/2018 20:34;[1] A shiftless or unemployed person. [2] A pimp.;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;794;0;187;dole bludger;dole bludgers;;01/11/2018 20:34;;ZWHFixmzc,,,,,,,,,,
0;01/11/2018 20:34;A person of Arab descent.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;91;0;30;dune coon;dune coons;;01/11/2018 20:34;;BEUT4DVDF,,,,,,,,,,
100;01/11/2018 20:34;A person of Arab descent.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;0;0;0;dune nigger;dune niggers;;01/11/2018 20:34;;NoQk9XdTB,,,,,,,,,,
0;01/11/2018 20:34;An idiot;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;div;divs;;01/11/2018 20:34;;x7bgVJYVB,,,,,,,,,,
0;01/11/2018 20:34;An idiot;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;307;0;60;divvy;divvies;;01/11/2018 20:34;;siJKVFopV,,,,,,,,,,
"0;01/11/2018 20:34;""In Canada", an Irish Catholic [19th century on; origin uncertain: perhaps from Dugan," an Irish surname]."";FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;eng;;28;0;12;dogan;dogans;;01/11/2018 20:34;;CQreg2nam",,,,,,,,
"0;01/11/2018 20:34;""In Canada", an Irish Catholic [19th century on; origin uncertain: perhaps from Dugan," an Irish surname]."";FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;eng;;0;0;0;dogun;doguns;;01/11/2018 20:34;;UjVkKjnrm",,,,,,,,
0;01/11/2018 20:34;Used by opponents of Islamisation and Muslim immigration to denote those who in their eyes facilitate it, with connotation of 'traitor'. Used in several languages in that sense, but originally an Islamic term referring to Jewish and Christian minorities.;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;98;2;30;dhimmi;dhimmis;;01/11/2018 20:34;;yasUydonv,,,,,,,,
0;01/11/2018 20:34;An Arab, Indian Sikh or other individual of Middle Eastern or South Asian descent wearing traditional headdress such as turbans or keffiyehs. Sometimes used generically for all Islamic nations.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;166;0;45;diaper head;diaper heads;;01/11/2018 20:34;;MGdgzpW4g,,,,,,,,,
"95;01/11/2018 20:34;""A derogatory contraction of the words """"didn't do"," popularized as a slur against black people as a mockery of regional pronunciation"";FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;516;2;106;;dindu;;01/11/2018 20:34;dindu nuffin;spbacFLhU",,,,,,,,,
75;01/11/2018 20:34;A black person. Used in the novel 'To Kill a Mockingbird'.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;23;0;7;dinge;dinges;;01/11/2018 20:34;;sBPY9jAAf,,,,,,,,,,
0;01/11/2018 20:34;An Australian;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;0;0;0;dingo fucker;dingo fuckers;;01/11/2018 20:34;;uRaeEbRfW,,,,,,,,,,
0;01/11/2018 20:34;[1] A person of east African descent, from Cush (modern day Ethiopia or Sudan). [2] Any black African.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;53;0;7;Cushite;Cushites;;01/11/2018 20:34;;aCdsfZtjb,,,,,,,,,
0;01/11/2018 20:34;An Italian, Spaniard or Portuguese person, possibly derived from the Spanish name, 'Diego,' a corruption of the title Hidalgo (member of the Gentry, from Spanish > hijo de algo 'son of someone [important]' or the Sardinian language first person pronoun, dego)t.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;40;0;6;dago;dagos;;01/11/2018 20:34;;VggEpDBJK,,,,
81;01/11/2018 20:34;A black person. The term may cause offense. though Randall Kennedy's Nigger: The Strange Career of a Troublesome Word notes that some judges have considered 'darky' a 'term of endearment.' In South Africa, it can be considered offensive (depending on the context), but is commonly used among black people to refer to other black people in a non-derogatory way.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;612;1;149;darkie;darkies;;01/11/2018 20:34;;MmBhnWLKJ,,,,,,,,
0;01/11/2018 20:34;An Italian, Spaniard or Portuguese person, possibly derived from the Spanish name, 'Diego,' a corruption of the title Hidalgo (member of the Gentry, from Spanish > hijo de algo 'son of someone [important]' or the Sardinian language first person pronoun, dego)t.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;19;0;5;dego;degos;;01/11/2018 20:34;;UaXxZixR3,,,,
50;01/11/2018 20:34;A person of East Indian origin.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;741;0;220;curry muncher;curry munchers;;01/11/2018 20:34;;ehhnoRzTF,,,,,,,,,,
0;01/11/2018 20:34;A person of East Indian origin.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;0;0;0;curry slurper;curry slurpers;;01/11/2018 20:34;;zrhZMZafE,,,,,,,,,,
88;01/11/2018 20:34;A person of East Indian origin.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;0;0;0;curry stinker;curry stinkers;;01/11/2018 20:34;;DLPonpCJ4,,,,,,,,,,
25;01/11/2018 20:34;[1] A person of east African descent, from Cush (modern day Ethiopia or Sudan). [2] Any black African.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;Cushi;Cushis;;01/11/2018 20:34;;GtvaYNBpX,,,,,,,,,
0;01/11/2018 20:34;A black person, particularly a black woman.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A bird;0;0;0;crow;crows;;01/11/2018 20:34;;aAgrMvnVV,,,,,,,,,
"93;01/11/2018 20:34;""[1] Comparing someone (usually Male) to female genitalia. A variant of """"pussy""""", but generally regarded as far more offensive. [2] A despicable man (Australian English). Has a wide variety of usages and meaning across the English world. For instance, in Commonwealth Countries such as Britain, Australia or New Zealand it can be, and often is, used to refer positively to someone," while in Canada it is widely seen to be highly offensive."";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;eng;;192;0;111;cunt;cunts;;01/11/2018 20:34;;xdniLkefq",,,,
0;01/11/2018 20:34;Originates from pre-Civil War US. Refers to the slaves who picked cotton all day at the plantations.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;114;0;23;cotton picker;cotton pickers;;01/11/2018 20:34;;tn27sRrbm,,,,,,,,,,
78;01/11/2018 20:34;A person of Indian descent, from the worship of cows.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;0;0;0;cow kisser;cow kissers;;01/11/2018 20:34;;cATfJsDpC,,,,,,,,,
0;01/11/2018 20:34;A Native American.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;698;0;148;cowboy killer;cowboy killers;;01/11/2018 20:34;;bcaW2VQdy,,,,,,,,,,
100;01/11/2018 20:34;A poor Appalachian or poor Southerner, a white person, first used in the 19th century.;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;[1] Snack [2] Hacker [3] American musical group [4] British television show;0;0;0;cracker;crackers;;01/11/2018 20:34;;cDoocvNEo,,,,,,,,
0;01/11/2018 20:34;Some concatenation of Congo and mongoloid;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;104;0;50;Congoid;Congoids;;01/11/2018 20:34;;YamaZMMop,,,,,,,,,,
0;01/11/2018 20:34;[1] In North America, unskilled Asian labor, usually Chinese (originally used in 19th-century for Chinese railroad labor). Possibly from Hindi kuli, day laborer. [2] Racial epithet for Indo-Caribbean people, especially in Guyana, Trinidad and Tobago and South African Indians.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;112;0;36;coolie;coolies;;01/11/2018 20:34;;7GHAZcm2w,,,,,
"0;01/11/2018 20:34;""A Canadian of African descent; sometimes applied to aboriginals"";FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;1;0;0;coonadian;coonadians;;01/11/2018 20:34;;BtwLPDjMf",,,,,,,,,,
0;01/11/2018 20:34;A black person. Possibly from Portuguese barracco, a building constructed to hold slaves for sale (1837). Popularized by the song 'Zip Coon', played at Minstrel shows in the 1830s.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;209;0;31;coon;coons;;01/11/2018 20:34;;xy3DDrD4i,,,,,,,,
0;01/11/2018 20:34;A black person.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;Chocolate;0;0;0;cocoa;cocoas;;01/11/2018 20:34;;iUEWfYoFm,,,,,,,,,,
0;01/11/2018 20:34;[1] A person of Hispanic descent who's accused of acting white. [2] In, New Zealand/Australia, a Pacific Islander. Named after the coconut, the nut from the coconut palm. [3], In the UK, a black person who exhibits behaviour associated with caucasians. [4] In the USA, a black person trying to be 'white'. [5] In South Africa, a black person who acts white. [6], In Canada, an individual of South Asian (typically Dravidian) descent, who is accused of trying to be 'white'.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;Fruit of a palm tree;0;0;0;coconut;coconuts;;01/11/2018 20:34;;EPHPsVBbL
0;01/11/2018 20:34;A black person.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;Possessing color;326;0;86;colored;coloreds;;01/11/2018 20:34;;UXfmwtUJp,,,,,,,,,,
0;01/11/2018 20:34;A black person.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;Possessing colour;134;0;45;coloured;coloureds;;01/11/2018 20:34;;ebRQ6mhUJ,,,,,,,,,,
"0;01/11/2018 20:34;""[1] Comparing someone (usually Male) to female genitalia. A variant of """"pussy""""", but generally regarded as far more offensive. [2] A despicable man (Australian English). Has a wide variety of usages and meaning across the English world. For instance, in Commonwealth Countries such as Britain, Australia or New Zealand it can be, and often is, used to refer positively to someone," while in Canada it is widely seen to be highly offensive."";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;eng;;5;0;4;conchuda;conchudas;;01/11/2018 20:34;;twnzsNw4u",,,,
0;01/11/2018 20:34;A person accused of being an homosexual;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;eng;;2;0;0;closetfag;closetfags;;01/11/2018 20:34;;trfXetFpQ,,,,,,,,,,
0;01/11/2018 20:34;A homosexual who engages in oral sex;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;eng;Generic insult without sexual context;0;0;0;cocksucker;cocksuckers;;01/11/2018 20:34;;yTyhccomf,,,,,,,,,,
0;01/11/2018 20:34;A black person.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A breakfast cereal;0;0;0;Cocoa Puff;Cocoa Puffs;;01/11/2018 20:34;;XbjaqrgCf,,,,,,,,,,
0;01/11/2018 20:34;A Scientologist, referring to a passage about clam engrams in L. Ron Hubbard's 1952 book, What To Audit, later renamed The History Of Man;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;eng;A mollusk;0;0;0;clam;clams;;01/11/2018 20:34;;UqpDmdbfZ,,,,,,,
50;01/11/2018 20:34;A Dutch person;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;US;eng;;1;0;0;clog wog;clog wogs;;01/11/2018 20:34;;hBwdWtGZm,,,,,,,,,,
0;01/11/2018 20:34;A person accused of being an homosexual;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;eng;;89;0;25;closet fag;closet fags;;01/11/2018 20:34;;GsGjT2HZX,,,,,,,,,,
56;01/11/2018 20:33;A person of Asian descent with perceived Caucasian mannerisms. Concatenation of Chinese and honky.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;24;0;9;chonky;chonkies;;01/11/2018 20:33;;VnEgwbtmp,,,,,,,,,,
0;01/11/2018 20:33;A Jew, an allusion to Jewish deicide. On occasion it can also be used as an anti-Italian slur on the basis the Romans, as ancestors of the present-day Italians, executed Jesus.;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;;eng;;201;0;42;Christ killer;Christ killers;;01/11/2018 20:33;;apriiip9s,,,,,,,
75;01/11/2018 20:33;[1] An individual of Canadian aboriginal descent. [2] A Native American, from assumed likelihood of alcoholism.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;To drink rapidly;0;0;0;chug;chugs;;01/11/2018 20:33;;gghTJmstY,,,,,,,,,
0;01/11/2018 20:33;A person of Asian descent with perceived Caucasian mannerisms. Concatenation of Chinese and honky.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;An uneven aggregate of ingredients;0;0;0;chunky;chunkies;;01/11/2018 20:33;;WENXqHVtn,,,,,,,,,,
51;01/11/2018 20:33;A Scientologist, referring to a passage about clam engrams in L. Ron Hubbard's 1952 book, What To Audit, later renamed The History Of Man;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;eng;;3;0;0;clamhead;clamheads;;01/11/2018 20:33;;dChrfnotV,,,,,,,
0;01/11/2018 20:33;A person who engages in relationships with hispanic individuals;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;0;0;0;cholo chaser;cholo chasers;;01/11/2018 20:33;;cHjLREGBN,,,,,,,,,,
90;01/11/2018 20:33;A person who engages in relationships with Hispanic individuals;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;0;0;0;;cholo chasing;;01/11/2018 20:33;cholo chaser;gVHZD7Di ,,,,,,,,,,
0;01/11/2018 20:33;Found offensive, although it is a translation of the Chinese. It was used in the gold rush and railway-construction eras in western North America, when discrimination against Chinese was common.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;723;0;154;Chinaman;Chinamen;;01/11/2018 20:33;;nay7NBvtA,,,,,,,,
